Topic Name,Link to List of Repo,link,Repo Href
API,https://github.com/topics/API,https://github.com,/ocornut/imgui
API,https://github.com/topics/API,https://github.com,/slatedocs/slate
API,https://github.com/topics/API,https://github.com,/QuivrHQ/quivr
API,https://github.com/topics/API,https://github.com,/Kong/insomnia
API,https://github.com/topics/API,https://github.com,/trpc/trpc
Arduino,https://github.com/topics/Arduino,https://github.com,/arendst/Tasmota
Arduino,https://github.com/topics/Arduino,https://github.com,/MarlinFirmware/Marlin
Arduino,https://github.com/topics/Arduino,https://github.com,/tinygo-org/tinygo
Arduino,https://github.com/topics/Arduino,https://github.com,/arduino/Arduino
Arduino,https://github.com/topics/Arduino,https://github.com,/rwaldron/johnny-five
Arduino,https://github.com/topics/Arduino,https://github.com,/SpacehuhnTech/esp8266_deauther
Arduino,https://github.com/topics/Arduino,https://github.com,/espressif/arduino-esp32
Arduino,https://github.com/topics/Arduino,https://github.com,/gurugio/lowlevelprogramming-university
Arduino,https://github.com/topics/Arduino,https://github.com,/hybridgroup/gobot
Arduino,https://github.com/topics/Arduino,https://github.com,/platformio/platformio-core
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/dotnet/AspNetCore.Docs
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/tennc/webshell
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/SignalR/SignalR
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/FAQGURU/FAQGURU
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/blogifierdotnet/Blogifier
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/mixcore/mix.core
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/SteeltoeOSS/Samples
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/pimbrouwers/Falco
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/priore/SOAPEngine
ASP.NET,https://github.com/topics/ASP.NET,https://github.com,/FritzAndFriends/BlazorWebFormsComponents
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/jaywcjlove/awesome-mac
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/ziadoz/awesome-php
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/cloudcommunity/Free-Certifications
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/matteocrippa/awesome-swift
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/sdras/awesome-actions
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/The-Art-of-Hacking/h4cker
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/iCHAIT/awesome-macOS
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/HqWu-HITCS/Awesome-Chinese-LLM
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/rShetty/awesome-podcasts
Awesome Lists,https://github.com/topics/Awesome-Lists,https://github.com,/k4m4/terminals-are-sexy
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/MariaDB/server
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/eksctl-io/eksctl
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/widdix/aws-cf-templates
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/aws-samples/aws-workshop-for-kubernetes
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/LeanerCloud/AutoSpotting
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/aws-amplify/aws-sdk-ios
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/kananinirav/AWS-Certified-Cloud-Practitioner-Notes
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/dwyl/learn-aws-lambda
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/aws-amplify/aws-sdk-android
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,https://github.com,/broamski/aws-mfa
Azure,https://github.com/topics/Azure,https://github.com,/bregman-arie/devops-exercises
Azure,https://github.com/topics/Azure,https://github.com,/microsoft/generative-ai-for-beginners
Azure,https://github.com/topics/Azure,https://github.com,/pulumi/pulumi
Azure,https://github.com/topics/Azure,https://github.com,/recommenders-team/recommenders
Azure,https://github.com/topics/Azure,https://github.com,/getsops/sops
Azure,https://github.com/topics/Azure,https://github.com,/danny-avila/LibreChat
Azure,https://github.com/topics/Azure,https://github.com,/ramitsurana/awesome-kubernetes
Azure,https://github.com/topics/Azure,https://github.com,/Azure/azure-quickstart-templates
Azure,https://github.com/topics/Azure,https://github.com,/caprover/caprover
Azure,https://github.com/topics/Azure,https://github.com,/milanm/DevOps-Roadmap
Babel,https://github.com/topics/Babel,https://github.com,/babel/babel
Babel,https://github.com/topics/Babel,https://github.com,/swc-project/swc
Babel,https://github.com/topics/Babel,https://github.com,/nylas/nylas-mail
Babel,https://github.com/topics/Babel,https://github.com,/electron-react-boilerplate/electron-react-boilerplate
Babel,https://github.com/topics/Babel,https://github.com,/SimulatedGREG/electron-vue
Babel,https://github.com/topics/Babel,https://github.com,/grab/front-end-guide
Babel,https://github.com/topics/Babel,https://github.com,/jamiebuilds/babel-handbook
Babel,https://github.com/topics/Babel,https://github.com,/developit/htm
Babel,https://github.com/topics/Babel,https://github.com,/grommet/grommet
Babel,https://github.com/topics/Babel,https://github.com,/ben-rogerson/twin.macro
Bash,https://github.com/topics/Bash,https://github.com,/jlevy/the-art-of-command-line
Bash,https://github.com/topics/Bash,https://github.com,/nvm-sh/nvm
Bash,https://github.com/topics/Bash,https://github.com,/junegunn/fzf
Bash,https://github.com/topics/Bash,https://github.com,/starship/starship
Bash,https://github.com/topics/Bash,https://github.com,/google/zx
Bash,https://github.com/topics/Bash,https://github.com,/LeCoupa/awesome-cheatsheets
Bash,https://github.com/topics/Bash,https://github.com,/acmesh-official/acme.sh
Bash,https://github.com/topics/Bash,https://github.com,/dylanaraps/pure-bash-bible
Bash,https://github.com/topics/Bash,https://github.com,/koalaman/shellcheck
Bash,https://github.com/topics/Bash,https://github.com,/alebcay/awesome-shell
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/bitcoin/bitcoin
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/ccxt/ccxt
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/freqtrade/freqtrade
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/bitcoinbook/bitcoinbook
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/HelloZeroNet/ZeroNet
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/solana-labs/solana
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/bbfamily/abu
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/askmike/gekko
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/dvf/blockchain
Bitcoin,https://github.com/topics/Bitcoin,https://github.com,/lightningnetwork/lnd
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/twbs/bootstrap
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/ColorlibHQ/AdminLTE
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/tabler/tabler
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/mdbootstrap/mdb-ui-kit
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/react-bootstrap/react-bootstrap
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/ColorlibHQ/gentelella
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/verekia/js-stack-from-scratch
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/thomaspark/bootswatch
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/bootstrap-vue/bootstrap-vue
Bootstrap,https://github.com/topics/Bootstrap,https://github.com,/selectize/selectize.js
Bot,https://github.com/topics/Bot,https://github.com,/ccxt/ccxt
Bot,https://github.com/topics/Bot,https://github.com,/python-telegram-bot/python-telegram-bot
Bot,https://github.com/topics/Bot,https://github.com,/discordjs/discord.js
Bot,https://github.com/topics/Bot,https://github.com,/wechaty/wechaty
Bot,https://github.com/topics/Bot,https://github.com,/RasaHQ/rasa
Bot,https://github.com/topics/Bot,https://github.com,/hubotio/hubot
Bot,https://github.com/topics/Bot,https://github.com,/InstaPy/InstaPy
Bot,https://github.com/topics/Bot,https://github.com,/leon-ai/leon
Bot,https://github.com/topics/Bot,https://github.com,/pedroslopez/whatsapp-web.js
Bot,https://github.com/topics/Bot,https://github.com,/Rapptz/discord.py
C,https://github.com/topics/C,https://github.com,/Genymobile/scrcpy
C,https://github.com/topics/C,https://github.com,/neovim/neovim
C,https://github.com/topics/C,https://github.com,/obsproject/obs-studio
C,https://github.com/topics/C,https://github.com,/fffaraz/awesome-cpp
C,https://github.com/topics/C,https://github.com,/git/git
C,https://github.com/topics/C,https://github.com,/FFmpeg/FFmpeg
C,https://github.com/topics/C,https://github.com,/serhii-londar/open-source-mac-os-apps
C,https://github.com/topics/C,https://github.com,/vim/vim
C,https://github.com/topics/C,https://github.com,/curl/curl
C,https://github.com/topics/C,https://github.com,/huihut/interview
Chrome,https://github.com/topics/Chrome,https://github.com,/electron/electron
Chrome,https://github.com/topics/Chrome,https://github.com,/puppeteer/puppeteer
Chrome,https://github.com/topics/Chrome,https://github.com,/microsoft/playwright
Chrome,https://github.com/topics/Chrome,https://github.com,/iamadamdev/bypass-paywalls-chrome
Chrome,https://github.com/topics/Chrome,https://github.com,/FiloSottile/mkcert
Chrome,https://github.com/topics/Chrome,https://github.com,/jaywcjlove/linux-command
Chrome,https://github.com/topics/Chrome,https://github.com,/ovity/octotree
Chrome,https://github.com/topics/Chrome,https://github.com,/segment-boneyard/nightmare
Chrome,https://github.com/topics/Chrome,https://github.com,/checkly/headless-recorder
Chrome,https://github.com/topics/Chrome,https://github.com,/GoogleChrome/chrome-extensions-samples
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/iamadamdev/bypass-paywalls-chrome
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/jaywcjlove/linux-command
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/refined-github/refined-github
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/openai-translator/openai-translator
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/darkreader/darkreader
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/dailydotdev/daily
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/checkly/headless-recorder
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/gildas-lormeau/SingleFile
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/unbug/codelf
Chrome extension,https://github.com/topics/Chrome-extension,https://github.com,/immersive-translate/immersive-translate
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/extrawurst/gitui
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/o2sh/onefetch
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/kellyjonbrazil/jc
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/shobrook/rebound
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/fujiapple852/trippy
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/babarot/enhancd
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/p-gen/smenu
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/reactopt/reactopt
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/CITGuru/PyInquirer
Command line interface,https://github.com/topics/Command-line-interface,https://github.com,/npkgz/cli-progress
Clojure,https://github.com/topics/Clojure,https://github.com,/metabase/metabase
Clojure,https://github.com/topics/Clojure,https://github.com,/logseq/logseq
Clojure,https://github.com/topics/Clojure,https://github.com,/penpot/penpot
Clojure,https://github.com/topics/Clojure,https://github.com,/deeplearning4j/deeplearning4j
Clojure,https://github.com/topics/Clojure,https://github.com,/LightTable/LightTable
Clojure,https://github.com/topics/Clojure,https://github.com,/kanaka/mal
Clojure,https://github.com/topics/Clojure,https://github.com,/lk-geimfari/awesomo
Clojure,https://github.com/topics/Clojure,https://github.com,/tonsky/datascript
Clojure,https://github.com/topics/Clojure,https://github.com,/reagent-project/reagent
Clojure,https://github.com/topics/Clojure,https://github.com,/izhangzhihao/intellij-rainbow-brackets
Code quality,https://github.com/topics/Code-quality,https://github.com,/realm/SwiftLint
Code quality,https://github.com/topics/Code-quality,https://github.com,/facebook/infer
Code quality,https://github.com/topics/Code-quality,https://github.com,/analysis-tools-dev/static-analysis
Code quality,https://github.com/topics/Code-quality,https://github.com,/federico-busato/Modern-CPP-Programming
Code quality,https://github.com/topics/Code-quality,https://github.com,/Kristories/awesome-guidelines
Code quality,https://github.com/topics/Code-quality,https://github.com,/super-linter/super-linter
Code quality,https://github.com/topics/Code-quality,https://github.com,/SonarSource/sonarqube
Code quality,https://github.com/topics/Code-quality,https://github.com,/checkstyle/checkstyle
Code quality,https://github.com/topics/Code-quality,https://github.com,/reviewdog/reviewdog
Code quality,https://github.com/topics/Code-quality,https://github.com,/facebook/pyre-check
Code review,https://github.com/topics/Code-review,https://github.com,/ovity/octotree
Code review,https://github.com/topics/Code-review,https://github.com,/gitpod-io/gitpod
Code review,https://github.com/topics/Code-review,https://github.com,/reviewdog/reviewdog
Code review,https://github.com/topics/Code-review,https://github.com,/danger/danger
Code review,https://github.com/topics/Code-review,https://github.com,/danger/danger-js
Code review,https://github.com/topics/Code-review,https://github.com,/Codium-ai/pr-agent
Code review,https://github.com/topics/Code-review,https://github.com,/joho/awesome-code-review
Code review,https://github.com/topics/Code-review,https://github.com,/ajinabraham/nodejsscan
Code review,https://github.com/topics/Code-review,https://github.com,/microsoft/vscode-pull-request-github
Code review,https://github.com/topics/Code-review,https://github.com,/crev-dev/cargo-crev
Compiler,https://github.com/topics/Compiler,https://github.com,/vercel/next.js
Compiler,https://github.com/topics/Compiler,https://github.com,/rust-lang/rust
Compiler,https://github.com/topics/Compiler,https://github.com,/sveltejs/svelte
Compiler,https://github.com/topics/Compiler,https://github.com,/webpack/webpack
Compiler,https://github.com/topics/Compiler,https://github.com,/FuelLabs/sway
Compiler,https://github.com/topics/Compiler,https://github.com,/gatsbyjs/gatsby
Compiler,https://github.com/topics/Compiler,https://github.com,/JetBrains/kotlin
Compiler,https://github.com/topics/Compiler,https://github.com,/parcel-bundler/parcel
Compiler,https://github.com/topics/Compiler,https://github.com,/babel/babel
Compiler,https://github.com/topics/Compiler,https://github.com,/evanw/esbuild
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/localstack/localstack
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/harness/gitness
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/jenkinsci/jenkins
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/auchenberg/volkswagen
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/dagger/dagger
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/milanm/DevOps-Roadmap
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/openshift/origin
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/concourse/concourse
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/gocd/gocd
Continuous integration,https://github.com/topics/Continuous-integration,https://github.com,/buildbot/buildbot
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/bitcoin/bitcoin
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/ccxt/ccxt
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/OpenBB-finance/OpenBB
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/freqtrade/freqtrade
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/dogecoin/dogecoin
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/monero-project/monero
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/xmrig/xmrig
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/kroma-network/tachyon
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/dvf/blockchain
Cryptocurrency,https://github.com/topics/Cryptocurrency,https://github.com,/hummingbot/hummingbot
Crystal,https://github.com/topics/Crystal,https://github.com,/crystal-lang/crystal
Crystal,https://github.com/topics/Crystal,https://github.com,/kemalcr/kemal
Crystal,https://github.com/topics/Crystal,https://github.com,/veelenga/awesome-crystal
Crystal,https://github.com/topics/Crystal,https://github.com,/luckyframework/lucky
Crystal,https://github.com/topics/Crystal,https://github.com,/amberframework/amber
Crystal,https://github.com/topics/Crystal,https://github.com,/getmango/Mango
Crystal,https://github.com/topics/Crystal,https://github.com,/vitobotta/hetzner-k3s
Crystal,https://github.com/topics/Crystal,https://github.com,/ffwff/lilith
Crystal,https://github.com/topics/Crystal,https://github.com,/drujensen/fib
Crystal,https://github.com/topics/Crystal,https://github.com,/amethyst-framework/amethyst
C#,https://github.com/topics/C#,https://github.com,/Genymobile/scrcpy
C#,https://github.com/topics/C#,https://github.com,/neovim/neovim
C#,https://github.com/topics/C#,https://github.com,/obsproject/obs-studio
C#,https://github.com/topics/C#,https://github.com,/fffaraz/awesome-cpp
C#,https://github.com/topics/C#,https://github.com,/git/git
C#,https://github.com/topics/C#,https://github.com,/FFmpeg/FFmpeg
C#,https://github.com/topics/C#,https://github.com,/serhii-londar/open-source-mac-os-apps
C#,https://github.com/topics/C#,https://github.com,/vim/vim
C#,https://github.com/topics/C#,https://github.com,/curl/curl
C#,https://github.com/topics/C#,https://github.com,/huihut/interview
CSS,https://github.com/topics/CSS,https://github.com,/twbs/bootstrap
CSS,https://github.com/topics/CSS,https://github.com,/Chalarangelo/30-seconds-of-code
CSS,https://github.com/topics/CSS,https://github.com,/electron/electron
CSS,https://github.com/topics/CSS,https://github.com,/microsoft/Web-Dev-For-Beginners
CSS,https://github.com/topics/CSS,https://github.com,/tailwindlabs/tailwindcss
CSS,https://github.com/topics/CSS,https://github.com,/animate-css/animate.css
CSS,https://github.com/topics/CSS,https://github.com,/florinpop17/app-ideas
CSS,https://github.com/topics/CSS,https://github.com,/FortAwesome/Font-Awesome
CSS,https://github.com/topics/CSS,https://github.com,/thedaviddias/Front-End-Checklist
CSS,https://github.com/topics/CSS,https://github.com,/h5bp/html5-boilerplate
Data structures,https://github.com/topics/Data-structures,https://github.com,/jwasham/coding-interview-university
Data structures,https://github.com/topics/Data-structures,https://github.com,/trekhleb/javascript-algorithms
Data structures,https://github.com/topics/Data-structures,https://github.com,/labuladong/fucking-algorithm
Data structures,https://github.com/topics/Data-structures,https://github.com,/krahets/hello-algo
Data structures,https://github.com/topics/Data-structures,https://github.com,/TheAlgorithms/Java
Data structures,https://github.com/topics/Data-structures,https://github.com,/azl397985856/leetcode
Data structures,https://github.com/topics/Data-structures,https://github.com,/huihut/interview
Data structures,https://github.com/topics/Data-structures,https://github.com,/TheAlgorithms/JavaScript
Data structures,https://github.com/topics/Data-structures,https://github.com,/TheAlgorithms/C-Plus-Plus
Data structures,https://github.com/topics/Data-structures,https://github.com,/kodecocodes/swift-algorithm-club
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/d3/d3
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/netdata/netdata
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/grafana/grafana
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/apache/superset
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/apache/echarts
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/pixijs/pixijs
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/metabase/metabase
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/streamlit/streamlit
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/gradio-app/gradio
Data visualization,https://github.com/topics/Data-visualization,https://github.com,/microsoft/Data-Science-For-Beginners
Database,https://github.com/topics/Database,https://github.com,/netdata/netdata
Database,https://github.com/topics/Database,https://github.com,/supabase/supabase
Database,https://github.com/topics/Database,https://github.com,/redis/redis
Database,https://github.com/topics/Database,https://github.com,/etcd-io/etcd
Database,https://github.com/topics/Database,https://github.com,/meilisearch/meilisearch
Database,https://github.com/topics/Database,https://github.com,/LeCoupa/awesome-cheatsheets
Database,https://github.com/topics/Database,https://github.com,/dbeaver/dbeaver
Database,https://github.com/topics/Database,https://github.com,/prisma/prisma
Database,https://github.com/topics/Database,https://github.com,/metabase/metabase
Database,https://github.com/topics/Database,https://github.com,/pingcap/tidb
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/tensorflow/tensorflow
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/AUTOMATIC1111/stable-diffusion-webui
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/huggingface/transformers
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/pytorch/pytorch
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/opencv/opencv
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/Developer-Y/cs-video-courses
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/keras-team/keras
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/d2l-ai/d2l-zh
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/labmlai/annotated_deep_learning_paper_implementations
Deep learning,https://github.com/topics/Deep-learning,https://github.com,/CorentinJ/Real-Time-Voice-Cloning
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/pointfreeco/swift-dependencies
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/GetStream/vg
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/ehmicky/nve
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/gradle/gradle-build-action
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/gauge-sh/tach
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/coenjacobs/mozart
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/kiliankoe/swift-outdated
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/bureado/awesome-software-supply-chain-security
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/thoth-station/micropipenv
Dependency management,https://github.com/topics/Dependency-management,https://github.com,/netlify/framework-info
Deployment,https://github.com/topics/Deployment,https://github.com,/fastlane/fastlane
Deployment,https://github.com/topics/Deployment,https://github.com,/ray-project/ray
Deployment,https://github.com/topics/Deployment,https://github.com,/capistrano/capistrano
