Topic Name,Link to List of Repo,Repo Href,link
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/eksctl-io/eksctl,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/widdix/aws-cf-templates,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/aws-samples/aws-workshop-for-kubernetes,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/LeanerCloud/AutoSpotting,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/aws-amplify/aws-sdk-ios,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/kananinirav/AWS-Certified-Cloud-Practitioner-Notes,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/dwyl/learn-aws-lambda,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/aws-amplify/aws-sdk-android,https://github.com
Amazon Web Services,https://github.com/topics/Amazon-Web-Services,/broamski/aws-mfa,https://github.com
Azure,https://github.com/topics/Azure,/bregman-arie/devops-exercises,https://github.com
Azure,https://github.com/topics/Azure,/microsoft/generative-ai-for-beginners,https://github.com
Azure,https://github.com/topics/Azure,/pulumi/pulumi,https://github.com
Azure,https://github.com/topics/Azure,/recommenders-team/recommenders,https://github.com
Azure,https://github.com/topics/Azure,/getsops/sops,https://github.com
Azure,https://github.com/topics/Azure,/danny-avila/LibreChat,https://github.com
Azure,https://github.com/topics/Azure,/ramitsurana/awesome-kubernetes,https://github.com
Azure,https://github.com/topics/Azure,/Azure/azure-quickstart-templates,https://github.com
Azure,https://github.com/topics/Azure,/caprover/caprover,https://github.com
Azure,https://github.com/topics/Azure,/milanm/DevOps-Roadmap,https://github.com
Babel,https://github.com/topics/Babel,/babel/babel,https://github.com
Babel,https://github.com/topics/Babel,/swc-project/swc,https://github.com
Babel,https://github.com/topics/Babel,/nylas/nylas-mail,https://github.com
Babel,https://github.com/topics/Babel,/electron-react-boilerplate/electron-react-boilerplate,https://github.com
Babel,https://github.com/topics/Babel,/SimulatedGREG/electron-vue,https://github.com
Babel,https://github.com/topics/Babel,/grab/front-end-guide,https://github.com
Babel,https://github.com/topics/Babel,/jamiebuilds/babel-handbook,https://github.com
Babel,https://github.com/topics/Babel,/developit/htm,https://github.com
Babel,https://github.com/topics/Babel,/grommet/grommet,https://github.com
Babel,https://github.com/topics/Babel,/ben-rogerson/twin.macro,https://github.com
Bash,https://github.com/topics/Bash,/jlevy/the-art-of-command-line,https://github.com
Bash,https://github.com/topics/Bash,/nvm-sh/nvm,https://github.com
Bash,https://github.com/topics/Bash,/junegunn/fzf,https://github.com
Bash,https://github.com/topics/Bash,/starship/starship,https://github.com
Bash,https://github.com/topics/Bash,/google/zx,https://github.com
Bash,https://github.com/topics/Bash,/LeCoupa/awesome-cheatsheets,https://github.com
Bash,https://github.com/topics/Bash,/acmesh-official/acme.sh,https://github.com
Bash,https://github.com/topics/Bash,/dylanaraps/pure-bash-bible,https://github.com
Bash,https://github.com/topics/Bash,/koalaman/shellcheck,https://github.com
Bash,https://github.com/topics/Bash,/alebcay/awesome-shell,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/bitcoin/bitcoin,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/ccxt/ccxt,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/freqtrade/freqtrade,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/bitcoinbook/bitcoinbook,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/HelloZeroNet/ZeroNet,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/solana-labs/solana,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/bbfamily/abu,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/askmike/gekko,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/dvf/blockchain,https://github.com
Bitcoin,https://github.com/topics/Bitcoin,/lightningnetwork/lnd,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/twbs/bootstrap,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/ColorlibHQ/AdminLTE,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/tabler/tabler,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/mdbootstrap/mdb-ui-kit,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/react-bootstrap/react-bootstrap,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/ColorlibHQ/gentelella,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/verekia/js-stack-from-scratch,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/thomaspark/bootswatch,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/bootstrap-vue/bootstrap-vue,https://github.com
Bootstrap,https://github.com/topics/Bootstrap,/selectize/selectize.js,https://github.com
Bot,https://github.com/topics/Bot,/ccxt/ccxt,https://github.com
Bot,https://github.com/topics/Bot,/python-telegram-bot/python-telegram-bot,https://github.com
Bot,https://github.com/topics/Bot,/discordjs/discord.js,https://github.com
Bot,https://github.com/topics/Bot,/wechaty/wechaty,https://github.com
Bot,https://github.com/topics/Bot,/RasaHQ/rasa,https://github.com
Bot,https://github.com/topics/Bot,/hubotio/hubot,https://github.com
Bot,https://github.com/topics/Bot,/InstaPy/InstaPy,https://github.com
Bot,https://github.com/topics/Bot,/leon-ai/leon,https://github.com
Bot,https://github.com/topics/Bot,/pedroslopez/whatsapp-web.js,https://github.com
Bot,https://github.com/topics/Bot,/Rapptz/discord.py,https://github.com
C,https://github.com/topics/C,/Genymobile/scrcpy,https://github.com
C,https://github.com/topics/C,/neovim/neovim,https://github.com
C,https://github.com/topics/C,/obsproject/obs-studio,https://github.com
C,https://github.com/topics/C,/fffaraz/awesome-cpp,https://github.com
C,https://github.com/topics/C,/git/git,https://github.com
C,https://github.com/topics/C,/FFmpeg/FFmpeg,https://github.com
C,https://github.com/topics/C,/serhii-londar/open-source-mac-os-apps,https://github.com
C,https://github.com/topics/C,/vim/vim,https://github.com
C,https://github.com/topics/C,/curl/curl,https://github.com
C,https://github.com/topics/C,/huihut/interview,https://github.com
Chrome,https://github.com/topics/Chrome,/electron/electron,https://github.com
Chrome,https://github.com/topics/Chrome,/puppeteer/puppeteer,https://github.com
Chrome,https://github.com/topics/Chrome,/microsoft/playwright,https://github.com
Chrome,https://github.com/topics/Chrome,/iamadamdev/bypass-paywalls-chrome,https://github.com
Chrome,https://github.com/topics/Chrome,/FiloSottile/mkcert,https://github.com
Chrome,https://github.com/topics/Chrome,/jaywcjlove/linux-command,https://github.com
Chrome,https://github.com/topics/Chrome,/ovity/octotree,https://github.com
Chrome,https://github.com/topics/Chrome,/segment-boneyard/nightmare,https://github.com
Chrome,https://github.com/topics/Chrome,/checkly/headless-recorder,https://github.com
Chrome,https://github.com/topics/Chrome,/GoogleChrome/chrome-extensions-samples,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/iamadamdev/bypass-paywalls-chrome,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/jaywcjlove/linux-command,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/refined-github/refined-github,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/openai-translator/openai-translator,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/darkreader/darkreader,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/dailydotdev/daily,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/checkly/headless-recorder,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/gildas-lormeau/SingleFile,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/unbug/codelf,https://github.com
Chrome extension,https://github.com/topics/Chrome-extension,/immersive-translate/immersive-translate,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/extrawurst/gitui,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/o2sh/onefetch,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/kellyjonbrazil/jc,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/shobrook/rebound,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/fujiapple852/trippy,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/babarot/enhancd,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/p-gen/smenu,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/reactopt/reactopt,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/CITGuru/PyInquirer,https://github.com
Command line interface,https://github.com/topics/Command-line-interface,/npkgz/cli-progress,https://github.com
Clojure,https://github.com/topics/Clojure,/metabase/metabase,https://github.com
Clojure,https://github.com/topics/Clojure,/logseq/logseq,https://github.com
Clojure,https://github.com/topics/Clojure,/penpot/penpot,https://github.com
Clojure,https://github.com/topics/Clojure,/deeplearning4j/deeplearning4j,https://github.com
Clojure,https://github.com/topics/Clojure,/LightTable/LightTable,https://github.com
Clojure,https://github.com/topics/Clojure,/kanaka/mal,https://github.com
Clojure,https://github.com/topics/Clojure,/lk-geimfari/awesomo,https://github.com
Clojure,https://github.com/topics/Clojure,/tonsky/datascript,https://github.com
Clojure,https://github.com/topics/Clojure,/reagent-project/reagent,https://github.com
Clojure,https://github.com/topics/Clojure,/izhangzhihao/intellij-rainbow-brackets,https://github.com
Code quality,https://github.com/topics/Code-quality,/realm/SwiftLint,https://github.com
Code quality,https://github.com/topics/Code-quality,/facebook/infer,https://github.com
Code quality,https://github.com/topics/Code-quality,/analysis-tools-dev/static-analysis,https://github.com
Code quality,https://github.com/topics/Code-quality,/federico-busato/Modern-CPP-Programming,https://github.com
Code quality,https://github.com/topics/Code-quality,/Kristories/awesome-guidelines,https://github.com
Code quality,https://github.com/topics/Code-quality,/super-linter/super-linter,https://github.com
Code quality,https://github.com/topics/Code-quality,/SonarSource/sonarqube,https://github.com
Code quality,https://github.com/topics/Code-quality,/checkstyle/checkstyle,https://github.com
Code quality,https://github.com/topics/Code-quality,/reviewdog/reviewdog,https://github.com
Code quality,https://github.com/topics/Code-quality,/facebook/pyre-check,https://github.com
Code review,https://github.com/topics/Code-review,/ovity/octotree,https://github.com
Code review,https://github.com/topics/Code-review,/gitpod-io/gitpod,https://github.com
Code review,https://github.com/topics/Code-review,/reviewdog/reviewdog,https://github.com
Code review,https://github.com/topics/Code-review,/danger/danger,https://github.com
Code review,https://github.com/topics/Code-review,/danger/danger-js,https://github.com
Code review,https://github.com/topics/Code-review,/Codium-ai/pr-agent,https://github.com
Code review,https://github.com/topics/Code-review,/joho/awesome-code-review,https://github.com
Code review,https://github.com/topics/Code-review,/ajinabraham/nodejsscan,https://github.com
Code review,https://github.com/topics/Code-review,/microsoft/vscode-pull-request-github,https://github.com
Code review,https://github.com/topics/Code-review,/crev-dev/cargo-crev,https://github.com
Compiler,https://github.com/topics/Compiler,/vercel/next.js,https://github.com
Compiler,https://github.com/topics/Compiler,/rust-lang/rust,https://github.com
Compiler,https://github.com/topics/Compiler,/sveltejs/svelte,https://github.com
Compiler,https://github.com/topics/Compiler,/webpack/webpack,https://github.com
Compiler,https://github.com/topics/Compiler,/FuelLabs/sway,https://github.com
Compiler,https://github.com/topics/Compiler,/gatsbyjs/gatsby,https://github.com
Compiler,https://github.com/topics/Compiler,/JetBrains/kotlin,https://github.com
Compiler,https://github.com/topics/Compiler,/parcel-bundler/parcel,https://github.com
Compiler,https://github.com/topics/Compiler,/babel/babel,https://github.com
Compiler,https://github.com/topics/Compiler,/evanw/esbuild,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/localstack/localstack,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/harness/gitness,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/jenkinsci/jenkins,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/auchenberg/volkswagen,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/dagger/dagger,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/milanm/DevOps-Roadmap,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/openshift/origin,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/concourse/concourse,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/gocd/gocd,https://github.com
Continuous integration,https://github.com/topics/Continuous-integration,/buildbot/buildbot,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/bitcoin/bitcoin,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/ccxt/ccxt,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/OpenBB-finance/OpenBB,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/freqtrade/freqtrade,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/dogecoin/dogecoin,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/monero-project/monero,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/xmrig/xmrig,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/kroma-network/tachyon,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/dvf/blockchain,https://github.com
Cryptocurrency,https://github.com/topics/Cryptocurrency,/hummingbot/hummingbot,https://github.com
Crystal,https://github.com/topics/Crystal,/crystal-lang/crystal,https://github.com
Crystal,https://github.com/topics/Crystal,/kemalcr/kemal,https://github.com
Crystal,https://github.com/topics/Crystal,/veelenga/awesome-crystal,https://github.com
Crystal,https://github.com/topics/Crystal,/luckyframework/lucky,https://github.com
Crystal,https://github.com/topics/Crystal,/amberframework/amber,https://github.com
Crystal,https://github.com/topics/Crystal,/getmango/Mango,https://github.com
Crystal,https://github.com/topics/Crystal,/vitobotta/hetzner-k3s,https://github.com
Crystal,https://github.com/topics/Crystal,/ffwff/lilith,https://github.com
Crystal,https://github.com/topics/Crystal,/drujensen/fib,https://github.com
Crystal,https://github.com/topics/Crystal,/amethyst-framework/amethyst,https://github.com
C#,https://github.com/topics/C#,/Genymobile/scrcpy,https://github.com
C#,https://github.com/topics/C#,/neovim/neovim,https://github.com
C#,https://github.com/topics/C#,/obsproject/obs-studio,https://github.com
C#,https://github.com/topics/C#,/fffaraz/awesome-cpp,https://github.com
C#,https://github.com/topics/C#,/git/git,https://github.com
C#,https://github.com/topics/C#,/FFmpeg/FFmpeg,https://github.com
C#,https://github.com/topics/C#,/serhii-londar/open-source-mac-os-apps,https://github.com
C#,https://github.com/topics/C#,/vim/vim,https://github.com
C#,https://github.com/topics/C#,/curl/curl,https://github.com
C#,https://github.com/topics/C#,/huihut/interview,https://github.com
CSS,https://github.com/topics/CSS,/twbs/bootstrap,https://github.com
CSS,https://github.com/topics/CSS,/Chalarangelo/30-seconds-of-code,https://github.com
CSS,https://github.com/topics/CSS,/electron/electron,https://github.com
CSS,https://github.com/topics/CSS,/microsoft/Web-Dev-For-Beginners,https://github.com
CSS,https://github.com/topics/CSS,/tailwindlabs/tailwindcss,https://github.com
CSS,https://github.com/topics/CSS,/animate-css/animate.css,https://github.com
CSS,https://github.com/topics/CSS,/florinpop17/app-ideas,https://github.com
CSS,https://github.com/topics/CSS,/FortAwesome/Font-Awesome,https://github.com
CSS,https://github.com/topics/CSS,/thedaviddias/Front-End-Checklist,https://github.com
CSS,https://github.com/topics/CSS,/h5bp/html5-boilerplate,https://github.com
Data structures,https://github.com/topics/Data-structures,/jwasham/coding-interview-university,https://github.com
Data structures,https://github.com/topics/Data-structures,/trekhleb/javascript-algorithms,https://github.com
Data structures,https://github.com/topics/Data-structures,/labuladong/fucking-algorithm,https://github.com
Data structures,https://github.com/topics/Data-structures,/krahets/hello-algo,https://github.com
Data structures,https://github.com/topics/Data-structures,/TheAlgorithms/Java,https://github.com
Data structures,https://github.com/topics/Data-structures,/azl397985856/leetcode,https://github.com
Data structures,https://github.com/topics/Data-structures,/huihut/interview,https://github.com
Data structures,https://github.com/topics/Data-structures,/TheAlgorithms/JavaScript,https://github.com
Data structures,https://github.com/topics/Data-structures,/TheAlgorithms/C-Plus-Plus,https://github.com
Data structures,https://github.com/topics/Data-structures,/kodecocodes/swift-algorithm-club,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/d3/d3,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/netdata/netdata,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/grafana/grafana,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/apache/superset,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/apache/echarts,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/pixijs/pixijs,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/metabase/metabase,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/streamlit/streamlit,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/gradio-app/gradio,https://github.com
Data visualization,https://github.com/topics/Data-visualization,/microsoft/Data-Science-For-Beginners,https://github.com
Database,https://github.com/topics/Database,/netdata/netdata,https://github.com
Database,https://github.com/topics/Database,/supabase/supabase,https://github.com
Database,https://github.com/topics/Database,/redis/redis,https://github.com
Database,https://github.com/topics/Database,/etcd-io/etcd,https://github.com
Database,https://github.com/topics/Database,/meilisearch/meilisearch,https://github.com
Database,https://github.com/topics/Database,/LeCoupa/awesome-cheatsheets,https://github.com
Database,https://github.com/topics/Database,/dbeaver/dbeaver,https://github.com
Database,https://github.com/topics/Database,/prisma/prisma,https://github.com
Database,https://github.com/topics/Database,/metabase/metabase,https://github.com
Database,https://github.com/topics/Database,/pingcap/tidb,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/tensorflow/tensorflow,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/AUTOMATIC1111/stable-diffusion-webui,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/huggingface/transformers,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/pytorch/pytorch,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/opencv/opencv,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/Developer-Y/cs-video-courses,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/keras-team/keras,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/d2l-ai/d2l-zh,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/labmlai/annotated_deep_learning_paper_implementations,https://github.com
Deep learning,https://github.com/topics/Deep-learning,/CorentinJ/Real-Time-Voice-Cloning,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/pointfreeco/swift-dependencies,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/GetStream/vg,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/ehmicky/nve,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/gradle/gradle-build-action,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/gauge-sh/tach,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/coenjacobs/mozart,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/kiliankoe/swift-outdated,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/bureado/awesome-software-supply-chain-security,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/thoth-station/micropipenv,https://github.com
Dependency management,https://github.com/topics/Dependency-management,/netlify/framework-info,https://github.com
Deployment,https://github.com/topics/Deployment,/fastlane/fastlane,https://github.com
Deployment,https://github.com/topics/Deployment,/ray-project/ray,https://github.com
Deployment,https://github.com/topics/Deployment,/capistrano/capistrano,https://github.com
